7.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
31829.000000 0.000000
29845.000000 0.000000
27765.000000 0.000000
25592.000000 0.000000
23333.000000 0.000000
20997.000000 0.000000
18590.000000 0.000000
16121.000000 0.000000
13601.000000 0.000000
11034.000000 0.000000
8429.000000 0.000000
5797.000000 0.000000
3150.000000 0.000000
491.000000 0.000000
-2170.000000 0.000000
-4825.000000 0.000000
-7464.000000 0.000000
-10075.000000 0.000000
-12655.000000 0.000000
-15194.000000 0.000000
-17685.000000 0.000000
-20118.000000 0.000000
-22481.000000 0.000000
-24770.000000 0.000000
-26977.000000 0.000000
-29094.000000 0.000000
-31113.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-32768.000000 0.000000
-30949.000000 0.000000
-28917.000000 0.000000
-26791.000000 0.000000
-24577.000000 0.000000
-22280.000000 0.000000
-19909.000000 0.000000
-17472.000000 0.000000
-14987.000000 0.000000
-12447.000000 0.000000
-9865.000000 0.000000
-7248.000000 0.000000
-4610.000000 0.000000
-1954.000000 0.000000
711.000000 0.000000
3373.000000 0.000000
6023.000000 0.000000
8651.000000 0.000000
11252.000000 0.000000
13816.000000 0.000000
16330.000000 0.000000
18791.000000 0.000000
21190.000000 0.000000
23519.000000 0.000000
25772.000000 0.000000
27939.000000 0.000000
30011.000000 0.000000
31985.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
32767.000000 0.000000
